,item,freq,canon_segm,prs,ROOT_1_FamSize,ROOT_1_Freq,ROOT_1_Length,ROOT_1_PFMF,SUFF_1_FamSize,SUFF_1_Freq,SUFF_1_Length,SUFF_1_PFMF,n_morphemes
4293,ivrognes,12.91,(ivre)>ogne>,"(0, 1, 1)",5,37.65,4,20,1,12.91,4,0,2
4302,jalousies,0.47,(jaloux)>ie>,"(0, 1, 1)",4,66.4299999999999,6,75,59,435.78,2,83.0508474576271,2
4312,jarretelles,0.12,(jarret)>elle>,"(0, 1, 1)",2,1.42999999999999,6,50,13,16.5,4,76.9230769230769,2
4321,jérémiades,0.79,(jérémi)>ade>,"(0, 1, 1)",1,0.79,6,0,43,65.47,3,39.5348837209302,2
4322,jésuite,1.53,(jésus)>ite>,"(0, 1, 1)",2,9.71999999999999,5,50,18,30.57,3,38.8888888888888,2
4354,jouvence,0.81,(jeune)>nce>,"(0, 1, 1)",7,387.08,5,71.4285714285714,213,1491.29,3,59.6244131455399,2
4379,justice,50.96,(juste)>ice>,"(0, 1, 1)",13,1091.31,5,15.3846153846153,17,312.58,3,5.88235294117647,2
4392,kérosène,0.91,(kéros)>ène>,"(0, 1, 1)",1,0.91,5,0,3,1.21,3,0,2
4394,kidnappeurs,3.55,(kidnapper)>eur>,"(0, 1, 1)",3,23.17,9,66.6666666666666,501,2127.06,3,23.1536926147704,2
4411,laboratoire,14.75,(labor)>oire>,"(0, 1, 1)",7,33.83,5,0,47,114.259999999999,4,2.12765957446808,2
4441,lampadaire,1.89,(lampe)>aire>,"(0, 1, 1)",3,28.27,5,33.3333333333333,179,853.76,4,49.1620111731843,2
4445,langage,16.6699999999999,(langue)>age>,"(0, 1, 1)",4,85.84,6,25,201,707.48,3,2.48756218905472,2
4534,lettrés,0.28,(lettre)>é>,"(0, 1, 1)",4,157.67,6,50,57,846.24,1,63.1578947368421,2
4550,libraire,2.1,(livre)>aire>,"(0, 1, 1)",3,95.21,5,66.6666666666666,179,853.76,4,44.6927374301676,2
4577,lilliputien,0.339999999999999,(lilliput)>ien>,"(0, 1, 1)",1,0.339999999999999,8,0,66,291.01,3,54.5454545454545,2
4582,limier,0.77,(lime)>ier>,"(0, 1, 1)",5,2.81,4,20,181,847.1,3,54.696132596685,2
4606,listing,0.23,(liste)>ing>,"(0, 1, 1)",2,71.7899999999999,5,50,20,68.61,3,85,2
4610,lithium,0.94,(lith)>ium>,"(0, 1, 1)",3,1.08,4,0,4,6.47999999999999,3,75,2
4613,litron,0.2,(litre)>on>,"(0, 1, 1)",2,10.39,5,50,109,331.19,2,71.5596330275229,2
4623,logis,2.7,(loge)>is>,"(0, 1, 1)",6,45.2099999999999,4,50,22,19.93,2,4.54545454545454,2
4634,loquace,0.58,(locut)>ace>,"(0, 1, 1)",7,3.06999999999999,5,28.5714285714285,15,28.65,3,60,2
4656,lourdingue,0.07,(lourd)>ingue>,"(0, 1, 1)",6,49.55,5,66.6666666666666,3,0.33,5,66.6666666666666,2
4676,lueur,6.65,(lire)>eur>,"(0, 1, 1)",5,249.02,4,20,501,2127.06,3,12.375249500998,2
4689,luisante,0.3,(luire)>ant/ent>,"(0, 1, 1)",4,11.54,5,50,522,3302.43999999999,7,66.8582375478927,2
4739,magie,25.58,(mage)>ie>,"(0, 1, 1)",5,66.9299999999999,4,20,59,435.78,2,6.77966101694915,2
4742,magnétos,2.88999999999999,(magnéto)>o>,"(0, 1, 1)",6,14.2,7,16.6666666666666,15,64.91,1,46.6666666666666,2
4754,maillés,0.01,(maille)>é>,"(0, 1, 1)",6,12.5299999999999,6,66.6666666666666,57,846.24,1,85.9649122807017,2
4755,maillot,9.87999999999999,(maille)>ot>,"(0, 1, 1)",6,12.5299999999999,6,0,32,58.0999999999999,2,3.125,2
4785,maléfice,1.78,(mal)>ice>,"(0, 1, 1)",36,1119.62999999999,3,44.4444444444444,17,312.58,3,52.9411764705882,2
4786,maléfique,6.15,(mal)>ique>,"(0, 1, 1)",36,1119.62999999999,3,25,281,852.449999999999,4,12.8113879003558,2
4795,maligne,5.3,(mal)>igne>,"(0, 1, 1)",36,1119.62999999999,3,30.5555555555555,1,5.3,4,0,2
4796,malin,58.0199999999999,(mal)>in>,"(0, 1, 1)",36,1119.62999999999,3,5.55555555555555,30,109.48,2,0,2
4797,malingre,0.03,(mal)>ingre>,"(0, 1, 1)",36,1119.62999999999,3,97.2222222222222,1,0.03,5,0,2
4801,mallette,8.97,(malle)>ette>,"(0, 1, 1)",2,16.93,5,0,110,295.429999999999,4,7.27272727272727,2
4838,maquisards,0.02,(maquis)>ard>,"(0, 1, 1)",2,0.93,6,50,52,113.07,3,86.5384615384615,2
4843,marbrée,0.18,(marbre)>é>,"(0, 1, 1)",4,7.59,6,25,57,846.24,1,68.4210526315789,2
4851,marécage,3.18,(marais)>age>,"(0, 1, 1)",3,10.1,6,33.3333333333333,201,707.48,3,21.3930348258706,2
4863,marins,23.49,(mer)>in>,"(0, 1, 1)",9,147.359999999999,3,11.1111111111111,30,109.48,2,3.33333333333333,2
4868,maritime,2.37,(mer)>ime>,"(0, 1, 1)",9,147.359999999999,3,33.3333333333333,2,9.5,3,50,2
4871,marketing,1.88,(market)>ing>,"(0, 1, 1)",2,2.02,6,0,20,68.61,3,65,2
4895,mascarade,2.58,(masque)>arade>,"(0, 1, 1)",6,43.41,6,50,1,2.58,5,0,2
4924,maudire,5.47,(maudit)>[VB]>,"(0, 1, 1)",2,51.28,6,50,1600,25208.9699999999,2,26.25,2
4954,mécaniques,7.23,(mécan)>ique>,"(0, 1, 1)",6,19.39,5,0,281,852.449999999999,4,11.3879003558718,2
4976,meeting,4.23,(meet)>ing>,"(0, 1, 1)",1,4.23,4,0,20,68.61,3,25,2
5004,mémorandum,0.09,(mémoire)>andum>,"(0, 1, 1)",7,66.29,7,71.4285714285714,1,0.09,5,0,2
5064,météorite,2.05,(météore)>ite>,"(0, 1, 1)",2,3.12,7,0,18,30.57,3,16.6666666666666,2
5105,mignonnettes,0.01,(mignon)>ette>,"(0, 1, 1)",2,78.74,6,50,110,295.429999999999,4,92.7272727272727,2
5113,militaires,56.96,(milit)>aire>,"(0, 1, 1)",3,60.95,5,0,179,853.76,4,1.67597765363128,2
5116,milliard,17.5099999999999,(mille)>iard>,"(0, 1, 1)",9,280.04,5,33.3333333333333,2,20.93,4,0,2
5118,milliers,37.93,(mille)>ier>,"(0, 1, 1)",9,280.04,5,22.2222222222222,181,847.1,3,3.31491712707182,2
5120,million,124.7,(mille)>ion>,"(0, 1, 1)",9,280.04,5,0,766,3498.54,3,0,2
5123,mimique,0.19,(mimer)>ique>,"(0, 1, 1)",2,6.04,5,50,281,852.449999999999,4,75.0889679715302,2
5142,miniature,2.18,(mini)>ure>,"(0, 1, 1)",4,6.79,4,25,122,595.65,3,33.6065573770491,2
5146,minimum,10.79,(minime)>um>,"(0, 1, 1)",4,14.6399999999999,6,0,1,10.79,2,0,2
5147,ministère,17.46,(ministre)>ère>,"(0, 1, 1)",3,58.87,8,33.3333333333333,49,86.54,3,0,2
5155,minuscule,5.41,(minus)>cule>,"(0, 1, 1)",3,16,5,33.3333333333333,1,5.41,4,0,2
5156,minuscules,2.24,(minus)>cules>,"(0, 1, 1)",3,16,5,66.6666666666666,2,2.47,5,0,2
5189,mobylette,0.87,(mobile)>ette>,"(0, 1, 1)",12,37.5999999999999,6,50,110,295.429999999999,4,41.8181818181818,2
5206,moindre,50.12,(moins)>dre>,"(0, 1, 1)",2,539.22,5,50,1,50.12,3,0,2
5209,moineau,5.65,(moine)>eau>,"(0, 1, 1)",4,22.34,5,25,29,436.9,3,31.0344827586206,2
5238,moniteur,4.05,(monit)>eur>,"(0, 1, 1)",1,4.05,5,0,501,2127.06,3,18.9620758483033,2
5249,monticule,0.6,(mont)>ule>,"(0, 1, 1)",4,14.8199999999999,4,50,11,6.53,3,36.3636363636363,2
5296,mouchetée,0.1,(mouche)>etée>,"(0, 1, 1)",6,42.42,6,66.6666666666666,1,0.1,4,0,2
5332,mulet,3.67999999999999,(mule)>et>,"(0, 1, 1)",2,13.3,4,50,75,229.51,2,14.6666666666666,2
5336,municipal,9.92,(municip)>al>,"(0, 1, 1)",3,11.7199999999999,7,0,200,1125.04,2,12.5,2
5409,nécessaires,60.91,(nécess)>aire>,"(0, 1, 1)",5,73.31,6,0,179,853.76,4,1.11731843575418,2
5429,neurones,1.39,(neuro)>one>,"(0, 1, 1)",6,4.22,5,0,1,1.39,3,0,2
5455,nocturne,6.09,(noct)>urne>,"(0, 1, 1)",2,6.54,4,0,1,6.09,4,0,2
5495,nourrice,6.17,(nourrir)>ice>,"(0, 1, 1)",6,97.74,7,33.3333333333333,17,312.58,3,29.4117647058823,2
5499,novice,3.3,(nouveau)>ice>,"(0, 1, 1)",12,677.34,7,33.3333333333333,17,312.58,3,35.2941176470588,2
5525,obédience,4.38,(obéir)>nce>,"(0, 1, 1)",5,53.45,5,40,213,1491.29,3,26.2910798122065,2
5552,occlusion,0.31,(occlure)>ion>,"(0, 1, 1)",1,0.31,7,0,766,3498.54,3,80.4177545691906,2
5573,offerte,86.46,(offre)>[VB]>,"(0, 1, 1)",3,216.15,5,33.3333333333333,1600,25208.9699999999,2,3.25,2
5578,offrande,4.54,(offre)>ande>,"(0, 1, 1)",3,216.15,5,66.6666666666666,3,9.62999999999999,4,33.3333333333333,2
5593,oisiveté,0.59,(oisif)>ité>,"(0, 1, 1)",2,0.71,5,0,334,1491.88,3,61.377245508982,2
5596,olivier,2.09,(olive)>ier>,"(0, 1, 1)",2,7.63,5,50,181,847.1,3,30.3867403314917,2
5606,omission,0.78,(omettre)>ion>,"(0, 1, 1)",2,3.17999999999999,7,50,766,3498.54,3,64.751958224543,2
5640,ordinaire,24.68,(ordonner)>aire>,"(0, 1, 1)",6,73.78,8,16.6666666666666,179,853.76,4,2.79329608938547,2
5702,ourson,1.52,(ours)>on>,"(0, 1, 1)",2,25.48,4,50,109,331.19,2,38.5321100917431,2
5730,paiement,4.36,(payer)>ment>,"(0, 1, 1)",5,447.669999999999,5,20,919,5042.80999999999,4,16.3220892274211,2
5830,paranoïa,2.03,(parano)>ïa>,"(0, 1, 1)",3,10.5,6,66.6666666666666,1,2.03,2,0,2
5844,parenté,1.42,(parer)>é>,"(0, 1, 1)",13,316.24,5,53.8461538461538,57,846.24,1,29.8245614035087,2
5848,parfaire,0.58,(parfait)>[VB]>,"(0, 1, 1)",10,182.27,7,60,1600,25208.9699999999,2,59.25,2
5849,parfais,0.09,(parfait)>­[VB]>,"(0, 1, 1)",10,182.27,7,90,1,0.09,4,0,2
5858,parking,18.22,(park)>ing>,"(0, 1, 1)",1,18.22,4,0,20,68.61,3,0,2
5860,parlement,4.71,(parler)>ment>,"(0, 1, 1)",10,2015.93,6,40,919,5042.80999999999,4,15.0163220892274,2
5861,parlotes,0.03,(parler)>ote>,"(0, 1, 1)",10,2015.93,6,80,8,15.2499999999999,3,75,2
5887,particulière,38.16,(particule)>ier>,"(0, 1, 1)",5,57.56,9,0,181,847.1,3,2.76243093922651,2
5913,pathétique,10,(pathe/ie)>étique>,"(0, 1, 1)",13,52.9799999999999,8,7.69230769230769,3,13.49,6,0,2
5915,patience,29.93,(patient)>nce>,"(0, 1, 1)",8,142.75,7,12.5,213,1491.29,3,6.57276995305164,2
5944,paysage,13.19,(pays)>age>,"(0, 1, 1)",5,233.149999999999,4,40,201,707.48,3,4.97512437810945,2
5946,paysanne,17.2,(pays)>an>,"(0, 1, 1)",5,233.149999999999,4,20,5,29.2899999999999,2,0,2
5962,peintre,13.6,(peint)>re>,"(0, 1, 1)",5,45.8499999999999,5,20,2,17.02,2,0,2
5963,peintres,3.42,(peindre)>re>,"(0, 1, 1)",4,40.3099999999999,7,25,2,17.02,2,50,2
5965,pelage,0.44,(peler)>age>,"(0, 1, 1)",3,1.83999999999999,5,33.3333333333333,201,707.48,3,61.1940298507462,2
5977,pénardes,0,(pén)>ard>,"(0, 1, 1)",4,4.58,3,75,52,113.07,3,94.2307692307692,2
5984,pénicilline,1.44,(pénicill)>ine>,"(0, 1, 1)",1,1.44,8,0,25,56.3199999999999,3,36,2
6010,perfusion,1.95,(perfuser)>ion>,"(0, 1, 1)",1,1.95,8,0,766,3498.54,3,42.8198433420365,2
6027,perpendiculaire,0.24,(perpendicul)>aire>,"(0, 1, 1)",1,0.24,11,0,179,853.76,4,78.7709497206703,2
6050,pestilence,0.06,(peste)>nce>,"(0, 1, 1)",5,19.41,5,60,213,1491.29,3,91.0798122065727,2
6054,pétante,0.02,(pét)>ant/ent>,"(0, 1, 1)",6,16.44,3,66.6666666666666,522,3302.43999999999,7,89.272030651341,2
6055,pétasse,8.03,(pét)>asse>,"(0, 1, 1)",6,16.44,3,0,14,39.9,4,7.14285714285714,2
6057,petiots,0.03,(petit)>ot>,"(0, 1, 1)",5,1341.18,5,80,32,58.0999999999999,2,81.25,2
6063,pétoire,0.41,(pét)>oire>,"(0, 1, 1)",6,16.44,3,50,47,114.259999999999,4,65.9574468085106,2
6120,piéton,1.55,(pied)>on>,"(0, 1, 1)",8,223.09,4,25,109,331.19,2,35.7798165137614,2
6140,pimpante,0.46,(pimp)>ant/ent>,"(0, 1, 1)",1,0.46,4,0,522,3302.43999999999,7,61.4942528735632,2
6169,pistolet,34.92,(pistol)>et>,"(0, 1, 1)",1,34.92,6,0,75,229.51,2,1.33333333333333,2
6207,planning,4.55,(plan)>ing>,"(0, 1, 1)",2,155.5,4,50,20,68.61,3,20,2
6221,plateau,17.17,(plat)>eau>,"(0, 1, 1)",3,60.1299999999999,4,33.3333333333333,29,436.9,3,3.44827586206896,2
6243,plutonium,1.48,(pluton)>ium>,"(0, 1, 1)",1,1.48,6,0,4,6.47999999999999,3,50,2
6245,pneumonie,4.67,(pneumon)>ie>,"(0, 1, 1)",1,4.67,7,0,59,435.78,2,22.0338983050847,2
6276,poivrons,1.85,(poivre)>on>,"(0, 1, 1)",2,5,6,50,109,331.19,2,31.1926605504587,2
6277,poivrot,3.15,(poivre)>ot>,"(0, 1, 1)",2,5,6,0,32,58.0999999999999,2,9.375,2
6285,politique,76.47,(polit)>ique>,"(0, 1, 1)",1,76.47,5,0,281,852.449999999999,4,0,2
6313,portail,8.61,(porte)>ail>,"(0, 1, 1)",13,600.499999999999,5,38.4615384615384,8,29.13,3,12.5,2
6318,positif,14.12,(posit)>if>,"(0, 1, 1)",4,17.04,5,0,168,409.409999999999,2,2.38095238095238,2
6320,position,61.73,(poser)>ion>,"(0, 1, 1)",24,427.529999999999,5,4.16666666666666,766,3498.54,3,0.783289817232375,2
6322,positive,5.88,(poser)>if>,"(0, 1, 1)",24,427.529999999999,5,29.1666666666666,168,409.409999999999,2,13.095238095238,2
6327,postérité,1.54,(postér)>ité>,"(0, 1, 1)",1,1.54,6,0,334,1491.88,3,38.6227544910179,2
6333,potager,2.21,(potage)>er>,"(0, 1, 1)",2,5.27999999999999,6,50,37,316.04,2,54.054054054054,2
6334,potassium,1.68,(potasse)>ium>,"(0, 1, 1)",1,1.68,7,0,4,6.47999999999999,3,25,2
6338,potelée,0.44,(pot)>elé>,"(0, 1, 1)",5,31.33,3,40,4,1.14,3,0,2
6341,potentiels,10.3,(potent)>el>,"(0, 1, 1)",3,11.43,6,0,153,1103.39999999999,2,13.0718954248366,2
6429,précieuse,25.0499999999999,(prix)>eux>,"(0, 1, 1)",10,227.819999999999,4,20,271,1027.7,3,3.3210332103321,2
6431,précipice,1.68,(précipiter)>ice>,"(0, 1, 1)",4,17.0099999999999,10,50,17,312.58,3,58.8235294117647,2
6449,presbytère,1.07,(presbyt)>ère>,"(0, 1, 1)",1,1.07,7,0,49,86.54,3,32.6530612244898,2
6450,présence,45.02,(présent)>nce>,"(0, 1, 1)",8,193.06,7,12.5,213,1491.29,3,2.8169014084507,2
6454,prestance,0.27,(preste)>nce>,"(0, 1, 1)",5,2.83,6,40,213,1491.29,3,77.9342723004694,2
6455,prestation,1.95,(preste)>ion>,"(0, 1, 1)",5,2.83,6,0,766,3498.54,3,42.5587467362924,2
6474,primeur,0.16,(prime)>eur>,"(0, 1, 1)",5,30.56,5,60,501,2127.06,3,75.6487025948103,2
6497,prochaine,190.709999999999,(proche)>ain>,"(0, 1, 1)",6,430.48,6,0,31,805.679999999999,3,3.2258064516129,2
6515,programmation,1.09,(programme)>ion>,"(0, 1, 1)",4,57.44,9,50,766,3498.54,3,56.9190600522193,2
6517,progression,1.61,(progrès)>ion>,"(0, 1, 1)",5,30.66,7,40,766,3498.54,3,46.9973890339425,2
6518,progressive,0.99,(progrès)>if>,"(0, 1, 1)",5,30.66,7,80,168,409.409999999999,2,47.6190476190476,2
6521,projecteur,5.02,(projet)>eur>,"(0, 1, 1)",5,88.47,6,40,501,2127.06,3,14.9700598802395,2
6523,projectile,1.4,(projet)>il>,"(0, 1, 1)",5,88.47,6,80,14,12.29,2,21.4285714285714,2
6525,projection,4.66,(projet)>ion>,"(0, 1, 1)",5,88.47,6,60,766,3498.54,3,22.5848563968668,2
6531,prolétariat,1.12,(prolétaire)>at>,"(0, 1, 1)",3,4.54,10,33.3333333333333,36,166.91,2,58.3333333333333,2
6532,prolétarienne,0.42,(prolétaire)>ien>,"(0, 1, 1)",3,4.54,10,66.6666666666666,66,291.01,3,51.5151515151515,2
6534,prolifération,0.37,(proliférer)>ion>,"(0, 1, 1)",1,0.37,10,0,766,3498.54,3,77.5456919060052,2
6540,promenade,15.3299999999999,(promener)>ade>,"(0, 1, 1)",3,50.75,8,33.3333333333333,43,65.47,3,0,2
6542,promeneur,0.55,(promener)>eur>,"(0, 1, 1)",3,50.75,8,66.6666666666666,501,2127.06,3,61.2774451097804,2
6553,prometteuse,3.99,(promettre)>eur>,"(0, 1, 1)",2,217.89,9,50,501,2127.06,3,19.5608782435129,2
6564,promoteurs,0.28,(promouvoir)>eur>,"(0, 1, 1)",3,20.61,10,66.6666666666666,501,2127.06,3,68.2634730538922,2
6565,promotion,14.8199999999999,(promouvoir)>ion>,"(0, 1, 1)",3,20.61,10,0,766,3498.54,3,7.18015665796344,2
6570,promptitude,0.21,(prompt)>ude>,"(0, 1, 1)",4,2.88,6,75,26,70.7599999999999,3,76.9230769230769,2
6572,prononciation,0.67,(prononcer)>ion>,"(0, 1, 1)",2,22.99,9,50,766,3498.54,3,67.1018276762402,2
6575,propagande,4.98,(propager)>ande>,"(0, 1, 1)",2,9.15,8,0,3,9.62999999999999,4,0,2
6579,prophétie,5.35,(prophète)>ie>,"(0, 1, 1)",4,17.36,8,25,59,435.78,2,16.9491525423728,2
6586,proposition,22.43,(proposer)>ion>,"(0, 1, 1)",2,91.8699999999999,8,50,766,3498.54,3,3.39425587467362,2
6590,propreté,2.17,(propre)>ité>,"(0, 1, 1)",7,189.879999999999,6,42.8571428571428,334,1491.88,3,29.0419161676646,2
6591,proprette,0.1,(propre)>et>,"(0, 1, 1)",7,189.879999999999,6,85.7142857142857,75,229.51,2,85.3333333333333,2
6594,propriété,22.7,(propri)>ité>,"(0, 1, 1)",3,60.08,6,33.3333333333333,334,1491.88,3,3.89221556886227,2
6596,propulseur,1.86999999999999,(propulser)>eur>,"(0, 1, 1)",3,4.28,9,33.3333333333333,501,2127.06,3,35.9281437125748,2
6598,propulsion,2.05,(propulser)>ion>,"(0, 1, 1)",3,4.28,9,0,766,3498.54,3,41.2532637075718,2
6600,prospection,0.17,(prospecter)>ion>,"(0, 1, 1)",3,2.23999999999999,10,33.3333333333333,766,3498.54,3,85.6396866840731,2
6601,prospectus,2.06,(prospecter)>u>,"(0, 1, 1)",3,2.23999999999999,10,0,14,21.57,1,21.4285714285714,2
6602,prospérité,3.08,(prospère)>ité>,"(0, 1, 1)",2,6.48,8,50,334,1491.88,3,22.4550898203592,2
6604,prostitution,6.72,(prostituer)>ion>,"(0, 1, 1)",2,21.27,10,50,766,3498.54,3,17.3629242819843,2
6605,prostrations,0,(prostrer)>ion>,"(0, 1, 1)",3,0.4,8,66.6666666666666,766,3498.54,3,96.6057441253263,2
6606,prostrée,0.15,(prostrer)>[VB]>,"(0, 1, 1)",3,0.4,8,33.3333333333333,1600,25208.9699999999,2,71.9375,2
6609,protecteurs,7.55,(protéger)>eur>,"(0, 1, 1)",5,169.28,8,40,501,2127.06,3,11.5768463073852,2
6610,protection,24.79,(protéger)>ion>,"(0, 1, 1)",5,169.28,8,20,766,3498.54,3,3.1331592689295,2
6616,protestante,3.55,(protester)>ant/ent>,"(0, 1, 1)",3,15.75,9,33.3333333333333,522,3302.43999999999,7,23.7547892720306,2
6618,protestation,3.13999999999999,(protester)>ion>,"(0, 1, 1)",3,15.75,9,66.6666666666666,766,3498.54,3,31.5926892950391,2
6622,prothésiste,0.24,(prothèse)>iste>,"(0, 1, 1)",2,2.36,8,50,119,322.749999999999,4,57.9831932773109,2
6634,provençale,0.04,(provence)>al>,"(0, 1, 1)",1,0.04,8,0,200,1125.04,2,84.5,2
6639,providentielle,0.52,(providence)>el>,"(0, 1, 1)",2,2.56,10,50,153,1103.39999999999,2,60.1307189542483,2
6644,provinciale,1.51,(province)>al>,"(0, 1, 1)",2,13.51,8,50,200,1125.04,2,42.5,2
6650,provocante,0.73,(provoquer)>ant/ent>,"(0, 1, 1)",3,36.26,9,66.6666666666666,522,3302.43999999999,7,53.0651340996168,2
6651,provocation,4.18999999999999,(provoquer)>ion>,"(0, 1, 1)",3,36.26,9,33.3333333333333,766,3498.54,3,25.195822454308,2
6653,proximité,3.99,(proxim)>ité>,"(0, 1, 1)",3,6.51,6,0,334,1491.88,3,18.2634730538922,2
6655,prudence,5.04,(prud)>nce>,"(0, 1, 1)",7,52.87,4,14.2857142857142,213,1491.29,3,24.8826291079812,2
6656,prudent,37.51,(prud)>ant/ent>,"(0, 1, 1)",7,52.87,4,0,522,3302.43999999999,7,3.63984674329501,2
6660,pruneau,1.59,(prune)>eau>,"(0, 1, 1)",4,6.81,5,25,29,436.9,3,72.4137931034482,2
6662,prunelle,1.09999999999999,(prune)>elle>,"(0, 1, 1)",4,6.81,5,50,13,16.5,4,30.7692307692307,2
6665,prunier,0.96,(prune)>ier>,"(0, 1, 1)",4,6.81,5,75,181,847.1,3,48.6187845303867,2
6672,psyché,0.7,(psycho)>é>,"(0, 1, 1)",19,70.56,6,68.4210526315789,57,846.24,1,45.6140350877192,2
6673,psychiatre,11.39,(psycho)>iatre>,"(0, 1, 1)",19,70.56,6,5.26315789473684,1,11.39,5,0,2
6674,psychiatres,2.13,(psycho)>iatres>,"(0, 1, 1)",19,70.56,6,36.8421052631578,1,2.13,6,0,2
6676,psychiques,6.07,(psycho)>ique>,"(0, 1, 1)",19,70.56,6,26.3157894736842,281,852.449999999999,4,13.1672597864768,2
6677,psychisme,0.38,(psycho)>isme>,"(0, 1, 1)",19,70.56,6,78.9473684210526,91,100.85,4,53.8461538461538,2
6684,psychose,1.79,(psycho)>ose>,"(0, 1, 1)",19,70.56,6,47.3684210526315,9,12.7,3,22.2222222222222,2
6689,puante,4.27999999999999,(pu)>ant/ent>,"(0, 1, 1)",3,373.94,2,33.3333333333333,522,3302.43999999999,7,20.4980842911877,2
6695,pubères,0.09,(pub)>ère>,"(0, 1, 1)",3,26.4599999999999,3,66.6666666666666,49,86.54,3,89.7959183673469,2
6697,pubiens,0.72,(pub)>ien>,"(0, 1, 1)",3,26.4599999999999,3,33.3333333333333,66,291.01,3,43.9393939393939,2
6700,publication,1.84999999999999,(publier)>ion>,"(0, 1, 1)",5,34.67,7,40,766,3498.54,3,43.9947780678851,2
6702,publiciste,0.12,(public)>iste>,"(0, 1, 1)",3,94.36,6,66.6666666666666,119,322.749999999999,4,68.0672268907563,2
6703,publicitaires,1.44,(publier)>aire>,"(0, 1, 1)",5,34.67,7,60,179,853.76,4,54.7486033519553,2
6704,publicité,12.12,(publier)>ité>,"(0, 1, 1)",5,34.67,7,20,334,1491.88,3,7.48502994011976,2
6705,publicités,1.18,(publier)>ités>,"(0, 1, 1)",5,34.67,7,80,60,83.33,4,26.6666666666666,2
6713,pudeur,4.98,(pudeur)>eur>,"(0, 1, 1)",7,8.43,6,0,501,2127.06,3,15.7684630738522,2
6717,puérilité,0.32,(puéril)>ité>,"(0, 1, 1)",2,4.06,6,50,334,1491.88,3,72.754491017964,2
6719,puissance,33.7,(pouvoir)>nce>,"(0, 1, 1)",7,4947.27,7,28.5714285714285,213,1491.29,3,4.69483568075117,2
6721,puissante,44.01,(pouvoir)>ant/ent>,"(0, 1, 1)",7,4947.27,7,14.2857142857142,522,3302.43999999999,7,3.06513409961685,2
6732,pullulement,0,(pullule)>ment>,"(0, 1, 1)",1,0,7,0,919,5042.80999999999,4,93.4711643090315,2
6734,pulpeuse,0.11,(pulpe)>eux>,"(0, 1, 1)",2,0.73,5,50,271,1027.7,3,75.2767527675276,2
6735,pulsation,4.2,(puls)>ion>,"(0, 1, 1)",10,39.43,4,30,766,3498.54,3,25.065274151436,2
6742,punition,13.16,(punir)>ion>,"(0, 1, 1)",2,52.97,5,50,766,3498.54,3,8.35509138381201,2
6755,pureté,6.77,(pur)>ité>,"(0, 1, 1)",10,77.95,3,10,334,1491.88,3,11.377245508982,2
6756,purgatoire,1.92,(purge)>oire>,"(0, 1, 1)",5,7.92,5,40,47,114.259999999999,4,23.4042553191489,2
6758,puritain,0.69,(pur)>ain>,"(0, 1, 1)",10,77.95,3,50,31,805.679999999999,3,67.7419354838709,2
6762,purulente,0.1,(purul)>ant/ent>,"(0, 1, 1)",1,0.1,5,0,522,3302.43999999999,7,79.3103448275862,2
6767,pustuleuse,0,(pustul)>eux>,"(0, 1, 1)",1,0,6,0,271,1027.7,3,93.7269372693726,2
6771,putrescence,0.01,(pourrir)>nce>,"(0, 1, 1)",5,150.2,7,60,213,1491.29,3,95.3051643192488,2
6781,quadrant,0.64,(quatre)>ant/ent>,"(0, 1, 1)",9,167.99,6,22.2222222222222,522,3302.43999999999,7,55.1724137931034,2
6782,quadrature,0.11,(quatre)>ure>,"(0, 1, 1)",9,167.99,6,55.5555555555555,122,595.65,3,81.9672131147541,2
6783,quadriceps,0.11,(quatre)>iceps>,"(0, 1, 1)",9,167.99,6,55.5555555555555,1,0.11,5,0,2
6792,quarantaine,7.56,(quarante)>aine>,"(0, 1, 1)",3,17.27,8,33.3333333333333,10,72.1799999999999,4,30,2
6795,quartier,65.71,(quart)>ier>,"(0, 1, 1)",2,86.2899999999999,5,0,181,847.1,3,0.552486187845303,2
6800,quatuor,1.04,(quat)>uor>,"(0, 1, 1)",1,1.04,4,0,1,1.04,3,0,2
6809,quémandeurs,0.3,(quémander)>eur>,"(0, 1, 1)",2,0.71,9,50,501,2127.06,3,67.2654690618762,2
6812,questionnaire,2.05,(question)>aire>,"(0, 1, 1)",5,419.58,8,40,179,853.76,4,46.3687150837988,2
6814,questionnement,0.32,(question)>ment>,"(0, 1, 1)",5,419.58,8,60,919,5042.80999999999,4,63.8737758433079,2
6815,questionneur,0.03,(question)>eur>,"(0, 1, 1)",5,419.58,8,80,501,2127.06,3,86.2275449101796,2
6817,quêteurs,0,(quête)>eur>,"(0, 1, 1)",4,18.85,5,75,501,2127.06,3,93.4131736526946,2
6825,quiétude,0.64,(quiet)>ude>,"(0, 1, 1)",1,0.64,5,0,26,70.7599999999999,3,46.1538461538461,2
6830,quincaillerie,1.89,(quincaill)>erie>,"(0, 1, 1)",2,2.1,9,0,109,267.479999999999,4,22.0183486238532,2
6831,quincaillier,0.21,(quincaill)>ier>,"(0, 1, 1)",2,2.1,9,50,181,847.1,3,74.0331491712707,2
6836,quintette,0.09,(quint)>ette>,"(0, 1, 1)",3,0.52,5,33.3333333333333,110,295.429999999999,4,78.1818181818181,2
