,item,freq,canon_segm,prs,PREF_1_FamSize,PREF_1_Freq,PREF_1_Length,PREF_1_PFMF,ROOT_1_FamSize,ROOT_1_Freq,ROOT_1_Length,ROOT_1_PFMF,SUFF_1_FamSize,SUFF_1_Freq,SUFF_1_Length,SUFF_1_PFMF,n_morphemes
11436,abats,2.31,<a<(battre)>s>,"(1, 1, 1)",271,2142.22,1,32.4723247232472,12,253.13,6,66.6666666666666,1,2.31,1,0,3
11456,abêti,0.01,<a<(bête)>[VB]>,"(1, 1, 1)",271,2142.22,1,92.9889298892988,11,210.27,4,81.8181818181818,1600,25208.9699999999,2,86.3125,3
11475,abnégation,0.91,<ab<(négat)>ion>,"(1, 1, 1)",3,1.44,2,0,5,26.51,5,40,766,3498.54,3,61.3577023498694,3
11493,aborda,9.49,<a<(bord)>[VB]>,"(1, 1, 1)",271,2142.22,1,13.6531365313653,12,121.46,4,16.6666666666666,1600,25208.9699999999,2,18.9375,3
11500,abouti,4.85,<a<(bout)>[VB]>,"(1, 1, 1)",271,2142.22,1,20.2952029520295,5,137.63,4,20,1600,25208.9699999999,2,28.2499999999999,3
11517,abreuvoir,0.34,<a<(breuv(er))>oir>,"(1, 1, 1)",271,2142.22,1,70.110701107011,3,1.88,8,66.6666666666666,28,113.06,3,71.4285714285714,3
11529,abruti,33.22,<a<(brut)>[VB]>,"(1, 1, 1)",271,2142.22,1,6.2730627306273,8,67.24,4,0,1600,25208.9699999999,2,8.4375,3
11578,accalmie,0.46,<a<(calme)>ie>,"(1, 1, 1)",271,2142.22,1,65.6826568265682,6,353.3,5,83.3333333333333,59,435.78,2,84.7457627118644,3
11583,accéléra,15.94,<a<(célér)>[VB]>,"(1, 1, 1)",271,2142.22,1,10.7011070110701,4,20.12,5,0,1600,25208.9699999999,2,14.5625,3
11586,accélérateur,2.46,<a<(célér)>eur>,"(1, 1, 1)",271,2142.22,1,30.6273062730627,4,20.12,5,25,501,2127.06,3,28.7425149700598,3
11587,accélération,1.46,<a<(célér)>ion>,"(1, 1, 1)",271,2142.22,1,39.1143911439114,4,20.12,5,50,766,3498.54,3,49.8694516971279,3
11635,acclamations,2.65,<a<(clamer)>ion>,"(1, 1, 1)",271,2142.22,1,27.6752767527675,12,34.87,6,16.6666666666666,766,3498.54,3,34.9869451697128,3
11636,acclamé,0.44,<a<(clamer)>[VB]>,"(1, 1, 1)",271,2142.22,1,67.5276752767527,12,34.87,6,75,1600,25208.9699999999,2,63.0625,3
11638,acclimate,0.48,<a<(climat)>[VB]>,"(1, 1, 1)",271,2142.22,1,64.5756457564575,5,9.93,6,40,1600,25208.9699999999,2,61.9375,3
11639,acclimatement,0,<a<(climat)>ment>,"(1, 1, 1)",271,2142.22,1,95.2029520295202,5,9.93,6,80,919,5042.80999999999,4,93.4711643090315,3
11644,accommodaient,1.48,<a<(commode)>[VB]>,"(1, 1, 1)",271,2142.22,1,38.7453874538745,7,11,7,14.2857142857142,1600,25208.9699999999,2,45.1875,3
11648,accompagna,88.1,<a<(compagne)>[VB]>,"(1, 1, 1)",271,2142.22,1,1.8450184501845,7,208.42,8,0,1600,25208.9699999999,2,3.0625,3
11653,accompagnant,0.62,<a<(compagne)>ant/ent>,"(1, 1, 1)",271,2142.22,1,59.4095940959409,7,208.42,8,71.4285714285714,522,3302.43999999999,7,55.9386973180076,3
11658,accompagnement,0.61,<a<(compagne)>ment>,"(1, 1, 1)",271,2142.22,1,60.8856088560885,7,208.42,8,85.7142857142857,919,5042.80999999999,4,50.5984766050054,3
11677,accorda,49.7699999999999,<a<(corde)>[VB]>,"(1, 1, 1)",271,2142.22,1,3.690036900369,13,100.49,5,0,1600,25208.9699999999,2,5.8125,3
11687,accordéon,3.02,<a<(corde)>éon>,"(1, 1, 1)",271,2142.22,1,26.1992619926199,13,100.49,5,23.076923076923,2,3.28,3,0,3
11692,accoster,0.67,<a<(cost)>[VB]>,"(1, 1, 1)",271,2142.22,1,57.9335793357933,2,0.7,4,0,1600,25208.9699999999,2,57.125,3
11693,accotement,0.01,<a<(côté)>ment>,"(1, 1, 1)",271,2142.22,1,92.9889298892988,3,286.83,4,66.6666666666666,919,5042.80999999999,4,90.0979325353645,3
11695,accouché,3.08,<a<(coucher)>[VB]>,"(1, 1, 1)",271,2142.22,1,25.830258302583,8,244.93,7,50,1600,25208.9699999999,2,34.0625,3
11696,accouchement,5.47,<a<(coucher)>ment>,"(1, 1, 1)",271,2142.22,1,19.5571955719557,8,244.93,7,25,919,5042.80999999999,4,13.6017410228509,3
11698,accouda,0.34,<a<(coude)>[VB]>,"(1, 1, 1)",271,2142.22,1,69.7416974169741,5,11.1399999999999,5,40,1600,25208.9699999999,2,65.1875,3
11706,accoudoir,0.46,<a<(coude)>oir>,"(1, 1, 1)",271,2142.22,1,65.6826568265682,5,11.1399999999999,5,20,28,113.06,3,57.1428571428571,3
11709,accouplement,0.72,<a<(coupl)>ment>,"(1, 1, 1)",271,2142.22,1,56.8265682656826,2,1.54999999999999,5,50,919,5042.80999999999,4,47.7693144722524,3
11710,accouplerait,0.83,<a<(coupl)>[VB]>,"(1, 1, 1)",271,2142.22,1,53.1365313653136,2,1.54999999999999,5,0,1600,25208.9699999999,2,54.1875,3
11721,accoutumance,0.3,<a<(coutume)>nce>,"(1, 1, 1)",271,2142.22,1,72.3247232472324,4,12.5599999999999,7,75,213,1491.29,3,76.056338028169,3
11723,accoutumé,0.96,<a<(coutume)>[VB]>,"(1, 1, 1)",271,2142.22,1,48.3394833948339,4,12.5599999999999,7,25,1600,25208.9699999999,2,52.5625,3
11727,accréditations,0.07,<a<(crédit)>ion>,"(1, 1, 1)",271,2142.22,1,85.6088560885608,5,33.66,6,80,766,3498.54,3,90.3394255874673,3
11728,accrédités,0.27,<a<(crédit)>[VB]>,"(1, 1, 1)",271,2142.22,1,74.1697416974169,5,33.66,6,60,1600,25208.9699999999,2,67,3
11729,accrocha,52.41,<a<(croche)>[VB]>,"(1, 1, 1)",271,2142.22,1,3.3210332103321,7,115.36,6,0,1600,25208.9699999999,2,5.5625,3
11730,accrochage,1.44,<a<(croche)>age>,"(1, 1, 1)",271,2142.22,1,39.4833948339483,7,115.36,6,57.1428571428571,201,707.48,3,36.318407960199,3
11745,accroissement,0.41,<a<(croître)>ment>,"(1, 1, 1)",271,2142.22,1,67.8966789667896,10,18.66,7,60,919,5042.80999999999,4,59.30359085963,3
11777,acculait,0.73,<a<(cul)>[VB]>,"(1, 1, 1)",271,2142.22,1,56.0885608856088,2,146.579999999999,3,50,1600,25208.9699999999,2,55.9374999999999,3
11782,accumulant,0.24,<a<(cumuler)>ant/ent>,"(1, 1, 1)",271,2142.22,1,76.0147601476014,4,4.09,7,50,522,3302.43999999999,7,70.4980842911877,3
11783,accumulation,0.67,<a<(cumuler)>ion>,"(1, 1, 1)",271,2142.22,1,57.9335793357933,4,4.09,7,25,766,3498.54,3,67.1018276762402,3
11807,acharna,4.27,<a<(chair)>[VB]>,"(1, 1, 1)",271,2142.22,1,21.4022140221402,8,46.23,5,12.5,1600,25208.9699999999,2,30.1875,3
11811,acharnant,0,<a<(chair)>ant/ent>,"(1, 1, 1)",271,2142.22,1,95.2029520295202,8,46.23,5,75,522,3302.43999999999,7,93.2950191570881,3
11815,acharnement,0.6,<a<(chair)>ment>,"(1, 1, 1)",271,2142.22,1,61.2546125461254,8,46.23,5,50,919,5042.80999999999,4,51.2513601741022,3
11821,achemina,0.61,<a<(chemin)>[VB]>,"(1, 1, 1)",271,2142.22,1,60.5166051660516,5,139.5,6,60,1600,25208.9699999999,2,58.5624999999999,3
11924,adjugé,1.5,<ad<(juge)>[VB]>,"(1, 1, 1)",6,28.56,2,50,6,149.38,4,66.6666666666666,1600,25208.9699999999,2,45,3
11925,adjurerait,0,<ad<(jurer)>[VB]>,"(1, 1, 1)",6,28.56,2,83.3333333333333,4,160.21,5,75,1600,25208.9699999999,2,91.125,3
11965,adonner,0.48,<a<(don)>[VB]>,"(1, 1, 1)",271,2142.22,1,64.9446494464944,7,1324.87,3,71.4285714285714,1600,25208.9699999999,2,62.125,3
11995,adossa,0.49,<a<(dos)>[VB]>,"(1, 1, 1)",271,2142.22,1,64.2066420664206,4,180.9,3,75,1600,25208.9699999999,2,61.5625,3
12001,adouci,2.79,<a<(doux)>[VB]>,"(1, 1, 1)",271,2142.22,1,26.5682656826568,7,229.32,4,42.8571428571428,1600,25208.9699999999,2,35.0625,3
12054,affabulation,0.2,<a<(fable)>ion>,"(1, 1, 1)",271,2142.22,1,77.8597785977859,4,18.44,5,75,766,3498.54,3,84.5953002610966,3
12056,affaibli,6.61,<a<(faible)>[VB]>,"(1, 1, 1)",271,2142.22,1,17.3431734317343,7,73.08,6,28.5714285714285,1600,25208.9699999999,2,23.625,3
12089,affamé,13.94,<a<(faim)>[VB]>,"(1, 1, 1)",271,2142.22,1,11.4391143911439,4,160.429999999999,4,50,1600,25208.9699999999,2,15.3125,3
12115,affermir,0.18,<a<(ferme)>[VB]>,"(1, 1, 1)",271,2142.22,1,78.9667896678966,7,207.77,5,85.7142857142857,1600,25208.9699999999,2,70.3125,3
12148,affleurait,0.13,<a<(fleur)>[VB]>,"(1, 1, 1)",271,2142.22,1,81.9188191881918,6,110.1,5,83.3333333333333,1600,25208.9699999999,2,73.375,3
12155,affluaient,1.07,<a<(flux)>[VB]>,"(1, 1, 1)",271,2142.22,1,46.4944649446494,12,12.32,4,16.6666666666666,1600,25208.9699999999,2,50.3125,3
12156,affluant,0.11,<a<(flux)>ant/ent>,"(1, 1, 1)",271,2142.22,1,83.0258302583025,12,12.32,4,75,522,3302.43999999999,7,78.544061302682,3
12157,affluence,0.51,<a<(flux)>nce>,"(1, 1, 1)",271,2142.22,1,63.0996309963099,12,12.32,4,25,213,1491.29,3,68.075117370892,3
12162,affola,5.83999999999999,<a<(fou)>[VB]>,"(1, 1, 1)",271,2142.22,1,19.1881918819188,7,615.39,3,28.5714285714285,1600,25208.9699999999,2,25.8749999999999,3
12164,affolant,0.1,<a<(fou)>ant/ent>,"(1, 1, 1)",271,2142.22,1,83.3948339483394,7,615.39,3,85.7142857142857,522,3302.43999999999,7,79.3103448275862,3
12168,affolement,0.89,<a<(fou)>ment>,"(1, 1, 1)",271,2142.22,1,51.2915129151291,7,615.39,3,71.4285714285714,919,5042.80999999999,4,44.5048966267682,3
12176,affrétez,0.18,<a<(fret)>[VB]>,"(1, 1, 1)",271,2142.22,1,79.3357933579335,1,0.18,4,0,1600,25208.9699999999,2,70.375,3
12178,affriander,0,<a<(friand)>[VB]>,"(1, 1, 1)",271,2142.22,1,95.2029520295202,3,2.64,6,66.6666666666666,1600,25208.9699999999,2,91.125,3
12217,agenouilla,4.71,<a<(genou)>[VB]>,"(1, 1, 1)",271,2142.22,1,21.0332103321033,2,58.96,5,50,1600,25208.9699999999,2,28.9375,3
12237,aggravait,6.28,<a<(grave)>[VB]>,"(1, 1, 1)",271,2142.22,1,18.0811808118081,4,158.52,5,50,1600,25208.9699999999,2,24.5,3
12277,agnostique,0.1,<a<(gnose)>ique>,"(1, 1, 1)",271,2142.22,1,83.3948339483394,1,0.1,5,0,281,852.449999999999,4,80.7829181494661,3
12288,agrandi,6.18,<a<(grand)>[VB]>,"(1, 1, 1)",271,2142.22,1,18.450184501845,9,822.46,5,33.3333333333333,1600,25208.9699999999,2,25,3
12299,agrégation,0.29,<a<(grèg)>ion>,"(1, 1, 1)",271,2142.22,1,72.6937269372693,6,3.19,4,50,766,3498.54,3,81.5926892950391,3
12300,agrégé,0.81,<a<(grèg)>[VB]>,"(1, 1, 1)",271,2142.22,1,53.5055350553505,6,3.19,4,16.6666666666666,1600,25208.9699999999,2,54.5625,3
12325,agrippa,2.57,<a<(grippe)>[VB]>,"(1, 1, 1)",271,2142.22,1,29.1512915129151,3,10.88,6,33.3333333333333,1600,25208.9699999999,2,36.5625,3
12335,aguerri,0.77,<a<(guerre)>[VB]>,"(1, 1, 1)",271,2142.22,1,54.9815498154981,3,245.86,6,66.6666666666666,1600,25208.9699999999,2,55.25,3
12441,ajournement,0.47,<a<(jour)>ment>,"(1, 1, 1)",271,2142.22,1,65.3136531365313,6,2880.74,4,83.3333333333333,919,5042.80999999999,4,56.3656147986942,3
12456,ajusta,4.73,<a<(juste)>[VB]>,"(1, 1, 1)",271,2142.22,1,20.6642066420664,13,1091.31,5,46.1538461538461,1600,25208.9699999999,2,28.7499999999999,3
12475,alchimiste,2.65,<a<(chimie)>iste>,"(1, 1, 1)",271,2142.22,1,27.6752767527675,9,22.71,6,22.2222222222222,119,322.749999999999,4,17.6470588235294,3
12496,alignaient,7.18999999999999,<a<(ligne)>[VB]>,"(1, 1, 1)",271,2142.22,1,16.9741697416974,7,108.109999999999,5,14.2857142857142,1600,25208.9699999999,2,22.375,3
12501,alignement,1.68,<a<(ligne)>ment>,"(1, 1, 1)",271,2142.22,1,36.5313653136531,7,108.109999999999,5,57.1428571428571,919,5042.80999999999,4,29.5973884657236,3
12523,alléchant,0.26,<a<(lécher)>ant/ent>,"(1, 1, 1)",271,2142.22,1,74.5387453874538,5,14.43,6,40,522,3302.43999999999,7,68.9655172413793,3
12524,alléché,0.02,<a<(lécher)>[VB]>,"(1, 1, 1)",271,2142.22,1,91.8819188191881,5,14.43,6,60,1600,25208.9699999999,2,83.4375,3
12544,alliage,0.81,<a<(lier)>age>,"(1, 1, 1)",271,2142.22,1,53.5055350553505,12,113.24,4,75,201,707.48,3,50.2487562189054,3
12545,alliance,18.85,<a<(lier)>nce>,"(1, 1, 1)",271,2142.22,1,9.59409594095941,12,113.24,4,16.6666666666666,213,1491.29,3,11.2676056338028,3
12556,allocation,3.16,<a<(louer)>ion>,"(1, 1, 1)",271,2142.22,1,24.3542435424354,8,67.42,5,50,766,3498.54,3,31.331592689295,3
12558,allocution,0.33,<a<(locut)>ion>,"(1, 1, 1)",271,2142.22,1,71.2177121771217,7,3.06999999999999,5,42.8571428571428,766,3498.54,3,79.373368146214,3
12560,allonge,43.02,<a<(long)>[VB]>,"(1, 1, 1)",271,2142.22,1,4.4280442804428,13,547.88,4,15.3846153846153,1600,25208.9699999999,2,6.375,3
12595,alourdi,0.63,<a<(lourd)>[VB]>,"(1, 1, 1)",271,2142.22,1,58.6715867158671,6,49.55,5,33.3333333333333,1600,25208.9699999999,2,57.9375,3
12636,amaigri,0.05,<a<(maigre)>[VB]>,"(1, 1, 1)",271,2142.22,1,88.560885608856,6,20.07,6,50,1600,25208.9699999999,2,78.25,3
12650,amassé,1.38,<a<(masser)>[VB]>,"(1, 1, 1)",271,2142.22,1,40.590405904059,12,89.52,6,50,1600,25208.9699999999,2,46.1875,3
12675,aménagé,1.87,<a<(ménage)>[VB]>,"(1, 1, 1)",271,2142.22,1,35.7933579335793,11,87.31,6,54.5454545454545,1600,25208.9699999999,2,41.1875,3
12677,aménagement,0.41,<a<(ménage)>ment>,"(1, 1, 1)",271,2142.22,1,67.8966789667896,11,87.31,6,90.9090909090909,919,5042.80999999999,4,59.30359085963,3
12703,amenuisement,0,<a<(menuiser)>ment>,"(1, 1, 1)",271,2142.22,1,95.2029520295202,4,3.36,8,75,919,5042.80999999999,4,93.4711643090315,3
12711,ameutât,0.89,<a<(meute)>[VB]>,"(1, 1, 1)",271,2142.22,1,51.2915129151291,3,3.37,5,33.3333333333333,1600,25208.9699999999,2,53.3749999999999,3
12718,amnésie,3.59,<a<(mnés)>ie>,"(1, 1, 1)",271,2142.22,1,23.2472324723247,2,7.18999999999999,4,50,59,435.78,2,33.8983050847457,3
12719,amnésique,3.6,<a<(mnés)>ique>,"(1, 1, 1)",271,2142.22,1,22.8782287822878,2,7.18999999999999,4,0,281,852.449999999999,4,21.7081850533807,3
12721,amoché,2.43,<a<(moche)>[VB]>,"(1, 1, 1)",271,2142.22,1,30.9963099630996,2,31.16,5,50,1600,25208.9699999999,2,37.375,3
12724,amollit,0.01,<a<(mou)>[VB]>,"(1, 1, 1)",271,2142.22,1,92.9889298892988,11,25.87,3,81.8181818181818,1600,25208.9699999999,2,86.3125,3
12725,amoncelaient,0.14,<a<(monceau)>[VB]>,"(1, 1, 1)",271,2142.22,1,80.8118081180811,3,1.18,7,33.3333333333333,1600,25208.9699999999,2,72.5625,3
12728,amoncellement,0.07,<a<(monceau)>ment>,"(1, 1, 1)",271,2142.22,1,85.6088560885608,3,1.18,7,66.6666666666666,919,5042.80999999999,4,82.6985854189336,3
12782,anachronique,0.04,<ana<(chrono)>ique>,"(1, 1, 1)",2,1.48,3,50,8,10.4699999999999,6,75,281,852.449999999999,4,85.7651245551601,3
12796,anarchie,4.18,<a<(arche)>ie>,"(1, 1, 1)",271,2142.22,1,21.7712177121771,11,19.21,5,0,59,435.78,2,25.4237288135593,3
12797,anarchique,0.18,<a<(arche)>ique>,"(1, 1, 1)",271,2142.22,1,79.3357933579335,11,19.21,5,81.8181818181818,281,852.449999999999,4,76.1565836298932,3
12798,anarchiste,3.71,<a<(arche)>iste>,"(1, 1, 1)",271,2142.22,1,22.140221402214,11,19.21,5,18.1818181818181,119,322.749999999999,4,14.2857142857142,3
12810,anéanti,10.85,<a<(néant)>[VB]>,"(1, 1, 1)",271,2142.22,1,12.9151291512915,4,22.98,5,0,1600,25208.9699999999,2,17.4375,3
12815,anémie,1.33,<a<(ém)>ie>,"(1, 1, 1)",271,2142.22,1,41.6974169741697,2,1.56,2,0,59,435.78,2,55.9322033898305,3
12816,anémiques,0.23,<a<(ém)>ique>,"(1, 1, 1)",271,2142.22,1,76.3837638376383,2,1.56,2,50,281,852.449999999999,4,72.9537366548042,3
12856,annihilent,0,<a<(nihil)>[VB]>,"(1, 1, 1)",271,2142.22,1,95.2029520295202,3,0.19,5,66.6666666666666,1600,25208.9699999999,2,91.125,3
12881,annotant,0,<a<(note)>[VB]>,"(1, 1, 1)",271,2142.22,1,95.2029520295202,13,85.98,4,76.9230769230769,1600,25208.9699999999,2,91.125,3
12884,annulaient,40.94,<a<(nul)>[VB]>,"(1, 1, 1)",271,2142.22,1,5.5350553505535,6,177.85,3,16.6666666666666,1600,25208.9699999999,2,6.625,3
12887,annulation,2.28,<a<(nul)>ion>,"(1, 1, 1)",271,2142.22,1,32.8413284132841,6,177.85,3,33.3333333333333,766,3498.54,3,38.1201044386423,3
12897,anoblir,0.12,<a<(noble)>[VB]>,"(1, 1, 1)",271,2142.22,1,82.6568265682656,5,49.92,5,80,1600,25208.9699999999,2,74.3125,3
12899,anonymat,1.41,<a<(nyme)>at>,"(1, 1, 1)",271,2142.22,1,39.8523985239852,5,17.08,4,40,36,166.91,2,44.4444444444444,3
12902,anormal,7.3,<a<(norme)>al>,"(1, 1, 1)",271,2142.22,1,16.6051660516605,6,172.03,5,33.3333333333333,200,1125.04,2,15.5,3
12905,antagonisme,0.16,<anti<(gon)>isme>,"(1, 1, 1)",18,9.51,4,44.4444444444444,2,0.21,3,0,91,100.85,4,70.3296703296703,3
12914,antialcoolique,0.02,<anti<(alcool)>ique>,"(1, 1, 1)",18,9.51,4,72.2222222222222,5,53.07,6,80,281,852.449999999999,4,87.5444839857651,3
12915,antiaméricain,0.05,<anti<(amérique)>ain>,"(1, 1, 1)",18,9.51,4,50,3,109.63,8,33.3333333333333,31,805.679999999999,3,87.0967741935483,3
12916,antibiotiques,4.35,<anti<(bio)>ique>,"(1, 1, 1)",18,9.51,4,0,7,22.72,3,14.2857142857142,281,852.449999999999,4,18.1494661921708,3
12925,antihistaminique,0.3,<anti<(histamin)>ique>,"(1, 1, 1)",18,9.51,4,38.8888888888888,1,0.3,8,0,281,852.449999999999,4,71.1743772241992,3
12928,antinaturelle,0,<anti<(nature)>el>,"(1, 1, 1)",18,9.51,4,88.8888888888888,9,137.06,6,88.8888888888888,153,1103.39999999999,2,90.8496732026143,3
12929,antinomique,0.03,<anti<(nome/ie)>ique>,"(1, 1, 1)",18,9.51,4,66.6666666666666,12,44.0899999999999,7,75,281,852.449999999999,4,86.4768683274021,3
12931,antipathique,0.97,<anti<(pathe/ie)>ique>,"(1, 1, 1)",18,9.51,4,11.1111111111111,13,52.9799999999999,8,61.5384615384615,281,852.449999999999,4,47.6868327402135,3
12938,antisémitisme,0.36,<anti<(sémite)>isme>,"(1, 1, 1)",18,9.51,4,27.7777777777777,1,0.36,6,0,91,100.85,4,56.043956043956,3
12939,antagonistes,0.05,<anti<(gon)>iste>,"(1, 1, 1)",18,9.51,4,50,2,0.21,3,50,119,322.749999999999,4,76.4705882352941,3
12947,apaisa,7.42,<a<(paix)>[VB]>,"(1, 1, 1)",271,2142.22,1,16.2361623616236,9,173.12,4,22.2222222222222,1600,25208.9699999999,2,21.875,3
12949,apaisant,1.22,<a<(paix)>ant/ent>,"(1, 1, 1)",271,2142.22,1,43.1734317343173,9,173.12,4,66.6666666666666,522,3302.43999999999,7,41.9540229885057,3
12955,apaisement,0.46,<a<(paix)>ment>,"(1, 1, 1)",271,2142.22,1,65.6826568265682,9,173.12,4,77.7777777777777,919,5042.80999999999,4,56.8008705114254,3
12958,aparté,0.2,<a<(partir)>[VB]>,"(1, 1, 1)",271,2142.22,1,77.8597785977859,15,1760.78999999999,6,80,1600,25208.9699999999,2,69.5625,3
12979,apeuré,1.64,<a<(peur)>[VB]>,"(1, 1, 1)",271,2142.22,1,37.6383763837638,3,562.03,4,66.6666666666666,1600,25208.9699999999,2,43.8125,3
12985,apitoyé,1.36,<a<(pitié)>[VB]>,"(1, 1, 1)",271,2142.22,1,40.9594095940959,4,83.48,5,50,1600,25208.9699999999,2,46.3125,3
12987,aplati,2.05,<a<(plat)>[VB]>,"(1, 1, 1)",271,2142.22,1,35.0553505535055,3,60.1299999999999,4,66.6666666666666,1600,25208.9699999999,2,39.625,3
13011,apparat,0.51,<a<(parer)>at>,"(1, 1, 1)",271,2142.22,1,63.0996309963099,13,316.24,5,76.9230769230769,36,166.91,2,63.8888888888888,3
13100,appontement,0.05,<a<(pont)>ment>,"(1, 1, 1)",271,2142.22,1,88.560885608856,5,59.3,4,60,919,5042.80999999999,4,84.7660500544069,3
13107,apportant,0.81,<a<(porter)>ant/ent>,"(1, 1, 1)",271,2142.22,1,53.5055350553505,24,892.509999999999,6,75,522,3302.43999999999,7,51.3409961685823,3
13122,apprécia,74.2599999999999,<a<(prix)>[VB]>,"(1, 1, 1)",271,2142.22,1,2.2140221402214,10,227.819999999999,4,10,1600,25208.9699999999,2,4.125,3
13123,appréciable,0.46,<a<(prix)>able>,"(1, 1, 1)",271,2142.22,1,65.6826568265682,10,227.819999999999,4,40,313,1042.69,4,63.258785942492,3
13127,appréciant,0.09,<a<(prix)>ant/ent>,"(1, 1, 1)",271,2142.22,1,84.870848708487,10,227.819999999999,4,60,522,3302.43999999999,7,80.0766283524904,3
13128,appréciation,0.94,<a<(prix)>ion>,"(1, 1, 1)",271,2142.22,1,49.4464944649446,10,227.819999999999,4,30,766,3498.54,3,60.8355091383812,3
13170,apprêtaient,7.8,<a<(prêt)>[VB]>,"(1, 1, 1)",271,2142.22,1,15.4981549815498,3,283.25,4,33.3333333333333,1600,25208.9699999999,2,21.125,3
13173,apprêtant,0.07,<a<(prêt)>ant/ent>,"(1, 1, 1)",271,2142.22,1,85.6088560885608,3,283.25,4,66.6666666666666,522,3302.43999999999,7,81.2260536398467,3
13190,approcha,144.84,<a<(proche)>[VB]>,"(1, 1, 1)",271,2142.22,1,0.7380073800738,6,430.48,6,16.6666666666666,1600,25208.9699999999,2,2.0625,3
13208,approfondir,1.04,<a<(profond)>[VB]>,"(1, 1, 1)",271,2142.22,1,47.2324723247232,4,77.18,7,75,1600,25208.9699999999,2,50.9375,3
13209,approprié,8.31,<a<(propre)>[VB]>,"(1, 1, 1)",271,2142.22,1,14.3911439114391,7,189.879999999999,6,14.2857142857142,1600,25208.9699999999,2,20.125,3
13227,approvisionnement,2.07,<a<(provision)>ment>,"(1, 1, 1)",271,2142.22,1,34.6863468634686,3,10.28,9,33.3333333333333,919,5042.80999999999,4,25.4624591947769,3
13229,approvisionner,0.75,<a<(provision)>[VB]>,"(1, 1, 1)",271,2142.22,1,55.350553505535,3,10.28,9,66.6666666666666,1600,25208.9699999999,2,55.5625,3
13230,approximatif,0.88,<a<(proxim)>if>,"(1, 1, 1)",271,2142.22,1,52.3985239852398,3,6.51,6,66.6666666666666,168,409.409999999999,2,50,3
13268,archevêché,0.4,<arch<(évêque)>é>,"(1, 1, 1)",3,4.60999999999999,4,66.6666666666666,3,6.24,6,33.3333333333333,57,846.24,1,54.3859649122807,3
13348,arrange,112.82,<a<(rang)>[VB]>,"(1, 1, 1)",271,2142.22,1,1.4760147601476,5,156.01,4,0,1600,25208.9699999999,2,2.6875,3
13355,arrangement,10.2299999999999,<a<(rang)>ment>,"(1, 1, 1)",271,2142.22,1,13.2841328413284,5,156.01,4,40,919,5042.80999999999,4,8.37867247007617,3
13440,arrondi,2.43,<a<(rond)>[VB]>,"(1, 1, 1)",271,2142.22,1,30.9963099630996,8,44.65,4,12.5,1600,25208.9699999999,2,37.375,3
13487,aseptisés,0.03,<a<(sept)>is[VB]>,"(1, 1, 1)",271,2142.22,1,91.1439114391143,3,73.17,4,66.6666666666666,126,424.71,5,68.2539682539682,3
13488,asexués,0.07,<a<(sexe)>é>,"(1, 1, 1)",271,2142.22,1,85.6088560885608,13,124.35,4,76.9230769230769,57,846.24,1,77.1929824561403,3
13491,asociaux,0.32,<a<(socio)>al>,"(1, 1, 1)",271,2142.22,1,71.9557195571955,14,177.549999999999,5,64.2857142857142,200,1125.04,2,69.5,3
13512,assagis,0.01,<as<(sage)>[VB]>,"(1, 1, 1)",26,248.66,2,96.1538461538461,4,60.55,4,75,1600,25208.9699999999,2,86.3125,3
13537,assentiment,0.17,<as<(sentir)>ment>,"(1, 1, 1)",26,248.66,2,65.3846153846153,28,914.42,6,75,919,5042.80999999999,4,71.70837867247,3
13539,assermentée,0.02,<as<(serment)>[VB]>,"(1, 1, 1)",26,248.66,2,84.6153846153846,2,21.2099999999999,7,50,1600,25208.9699999999,2,83.4375,3
13557,assiégée,0.799999999999999,<as<(siège)>[VB]>,"(1, 1, 1)",26,248.66,2,50,4,32.4899999999999,5,50,1600,25208.9699999999,2,55.0625,3
13565,assimilable,0.02,<as<(simil)>able>,"(1, 1, 1)",26,248.66,2,84.6153846153846,4,7.26,5,75,313,1042.69,4,89.1373801916933,3
13566,assimilation,0.14,<as<(simil)>ion>,"(1, 1, 1)",26,248.66,2,69.2307692307692,4,7.26,5,50,766,3498.54,3,86.9451697127937,3
13567,assimilé,1.06999999999999,<as<(simil)>[VB]>,"(1, 1, 1)",26,248.66,2,46.1538461538461,4,7.26,5,25,1600,25208.9699999999,2,50.6875,3
13589,associait,36.98,<as<(socio)>[VB]>,"(1, 1, 1)",26,248.66,2,3.84615384615384,14,177.549999999999,5,7.14285714285714,1600,25208.9699999999,2,7.6875,3
13590,association,12.02,<as<(socio)>ion>,"(1, 1, 1)",26,248.66,2,15.3846153846153,14,177.549999999999,5,21.4285714285714,766,3498.54,3,9.53002610966057,3
13598,assoiffé,1.56,<as<(soif)>[VB]>,"(1, 1, 1)",26,248.66,2,34.6153846153846,2,32.84,4,50,1600,25208.9699999999,2,44.3125,3
13601,assombri,1.55,<as<(sombre)>[VB]>,"(1, 1, 1)",26,248.66,2,38.4615384615384,3,34.16,6,33.3333333333333,1600,25208.9699999999,2,44.5,3
13606,assommait,11.66,<as<(somme)>[VB]>,"(1, 1, 1)",26,248.66,2,19.2307692307692,8,45.06,5,12.5,1600,25208.9699999999,2,17.0625,3
13607,assommant,1.13,<as<(somme)>ant/ent>,"(1, 1, 1)",26,248.66,2,42.3076923076923,8,45.06,5,25,522,3302.43999999999,7,43.4865900383141,3
